"","count_perceptionPretestResponse","percepPretestA","percepPretestB","response_perceptionPretestResponse","subject_nr","audio","title","prepost","count_perceptionPostTestResponse","perceptionPostTestOptionA","perceptionPostTestOptionB","response_perceptionPostTestResponse","contrast","stepOnCon","BB","AF","responseV","count","pair"
"165",NA,NA,NA,NA,"4","kik-kek_continuumStep_1_stereo.wav","BB-MN-AF","post",71,"kek","kik","E","IE","1","BB","MN","I",71,"kik-kek"
"166",NA,NA,NA,NA,"4","sik-sec2.wav","BB-MN-AF","post",72,"sik","sec","A","IE","2","BB","MN","I",72,"sik-sec"
"167",NA,NA,NA,NA,"4","kik-kek_continuumStep_6_stereo.wav","BB-MN-AF","post",73,"kek","kik","E","IE","6","BB","MN","I",73,"kik-kek"
"168",NA,NA,NA,NA,"4","pip-pep_continuumStep_5_stereo.wav","BB-MN-AF","post",80,"pip","pep","A","IE","5","BB","MN","I",80,"pip-pep"
"169",2,"pip","pep","A","5","pip-pep_continuumStep_2_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",2,"pip-pep"
"170",9,"sik","sec","A","5","sik-sec1.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",9,"sik-sec"
"171",10,"kek","kik","E","5","kik-kek_continuumStep_2_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",10,"kik-kek"
"172",17,"pip","pep","A","5","pip-pep_continuumStep_1_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",17,"pip-pep"
"173",21,"kek","kik","A","5","kik-kek_continuumStep_6_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","E",21,"kik-kek"
"174",35,"kek","kik","A","5","kik-kek_continuumStep_5_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","E",35,"kik-kek"
"175",38,"kek","kik","E","5","kik-kek_continuumStep_4_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","I",38,"kik-kek"
"176",44,"pip","pep","E","5","pip-pep_continuumStep_6_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","E",44,"pip-pep"
"177",47,"sik","sec","E","5","sik-sec6.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","E",47,"sik-sec"
"178",48,"sik","sec","E","5","sik-sec3.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","E",48,"sik-sec"
"179",49,"kek","kik","A","5","kik-kek_continuumStep_7_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",49,"kik-kek"
"180",53,"kek","kik","E","5","kik-kek_continuumStep_1_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",53,"kik-kek"
"181",54,"pip","pep","E","5","pip-pep_continuumStep_7_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",54,"pip-pep"
"182",55,"pip","pep","E","5","pip-pep_continuumStep_4_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","E",55,"pip-pep"
"183",57,"sik","sec","E","5","sik-sec7.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",57,"sik-sec"
"184",60,"pip","pep","E","5","pip-pep_continuumStep_3_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","E",60,"pip-pep"
"185",62,"sik","sec","A","5","sik-sec2.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",62,"sik-sec"
"186",65,"sik","sec","E","5","sik-sec4.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","E",65,"sik-sec"
"187",67,"pip","pep","E","5","pip-pep_continuumStep_5_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","E",67,"pip-pep"
"188",74,"sik","sec","E","5","sik-sec5.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","E",74,"sik-sec"
"189",80,"kek","kik","E","5","kik-kek_continuumStep_3_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","I",80,"kik-kek"
"190",NA,NA,NA,NA,"5","kik-kek_continuumStep_5_stereo.wav","BB-AF-MN","post",2,"kek","kik","A","IE","5","BB","AF","E",2,"kik-kek"
"191",NA,NA,NA,NA,"5","pip-pep_continuumStep_1_stereo.wav","BB-AF-MN","post",3,"pip","pep","A","IE","1","BB","AF","I",3,"pip-pep"
"192",NA,NA,NA,NA,"5","sik-sec1.wav","BB-AF-MN","post",10,"sik","sec","A","IE","1","BB","AF","I",10,"sik-sec"
"193",NA,NA,NA,NA,"5","sik-sec4.wav","BB-AF-MN","post",12,"sik","sec","E","IE","4","BB","AF","E",12,"sik-sec"
"194",NA,NA,NA,NA,"5","pip-pep_continuumStep_3_stereo.wav","BB-AF-MN","post",14,"pip","pep","A","IE","3","BB","AF","I",14,"pip-pep"
"195",NA,NA,NA,NA,"5","kik-kek_continuumStep_3_stereo.wav","BB-AF-MN","post",21,"kek","kik","E","IE","3","BB","AF","I",21,"kik-kek"
"196",NA,NA,NA,NA,"5","sik-sec2.wav","BB-AF-MN","post",22,"sik","sec","A","IE","2","BB","AF","I",22,"sik-sec"
"197",NA,NA,NA,NA,"5","kik-kek_continuumStep_7_stereo.wav","BB-AF-MN","post",26,"kek","kik","A","IE","7","BB","AF","E",26,"kik-kek"
"198",NA,NA,NA,NA,"5","pip-pep_continuumStep_7_stereo.wav","BB-AF-MN","post",27,"pip","pep","E","IE","7","BB","AF","E",27,"pip-pep"
"199",NA,NA,NA,NA,"5","sik-sec6.wav","BB-AF-MN","post",32,"sik","sec","E","IE","6","BB","AF","E",32,"sik-sec"
"200",NA,NA,NA,NA,"5","pip-pep_continuumStep_4_stereo.wav","BB-AF-MN","post",33,"pip","pep","E","IE","4","BB","AF","E",33,"pip-pep"
"201",NA,NA,NA,NA,"5","sik-sec5.wav","BB-AF-MN","post",35,"sik","sec","E","IE","5","BB","AF","E",35,"sik-sec"
"202",NA,NA,NA,NA,"5","kik-kek_continuumStep_2_stereo.wav","BB-AF-MN","post",38,"kek","kik","E","IE","2","BB","AF","I",38,"kik-kek"
"203",NA,NA,NA,NA,"5","pip-pep_continuumStep_6_stereo.wav","BB-AF-MN","post",41,"pip","pep","E","IE","6","BB","AF","E",41,"pip-pep"
"204",NA,NA,NA,NA,"5","pip-pep_continuumStep_2_stereo.wav","BB-AF-MN","post",46,"pip","pep","A","IE","2","BB","AF","I",46,"pip-pep"
"205",NA,NA,NA,NA,"5","kik-kek_continuumStep_1_stereo.wav","BB-AF-MN","post",48,"kek","kik","E","IE","1","BB","AF","I",48,"kik-kek"
"206",NA,NA,NA,NA,"5","sik-sec7.wav","BB-AF-MN","post",49,"sik","sec","E","IE","7","BB","AF","E",49,"sik-sec"
"207",NA,NA,NA,NA,"5","kik-kek_continuumStep_4_stereo.wav","BB-AF-MN","post",54,"kek","kik","A","IE","4","BB","AF","E",54,"kik-kek"
"208",NA,NA,NA,NA,"5","sik-sec3.wav","BB-AF-MN","post",68,"sik","sec","A","IE","3","BB","AF","I",68,"sik-sec"
"209",NA,NA,NA,NA,"5","pip-pep_continuumStep_5_stereo.wav","BB-AF-MN","post",73,"pip","pep","E","IE","5","BB","AF","E",73,"pip-pep"
"210",NA,NA,NA,NA,"5","kik-kek_continuumStep_6_stereo.wav","BB-AF-MN","post",78,"kek","kik","A","IE","6","BB","AF","E",78,"kik-kek"
"211",0,"sik","sec","A","6","sik-sec3.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","3","NB","AF","I",0,"sik-sec"
"212",3,"pip","pep","E","6","pip-pep_continuumStep_4_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","4","NB","AF","E",3,"pip-pep"
"213",7,"pip","pep","A","6","pip-pep_continuumStep_3_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","3","NB","AF","I",7,"pip-pep"
"214",21,"kek","kik","A","6","kik-kek_continuumStep_7_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","7","NB","AF","E",21,"kik-kek"
"215",22,"sik","sec","A","6","sik-sec2.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","2","NB","AF","I",22,"sik-sec"
"216",23,"sik","sec","E","6","sik-sec5.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","5","NB","AF","E",23,"sik-sec"
"217",26,"kek","kik","A","6","kik-kek_continuumStep_3_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","3","NB","AF","E",26,"kik-kek"
"218",31,"pip","pep","A","6","pip-pep_continuumStep_2_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","2","NB","AF","I",31,"pip-pep"
"219",38,"sik","sec","E","6","sik-sec6.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","6","NB","AF","E",38,"sik-sec"
"220",39,"pip","pep","E","6","pip-pep_continuumStep_6_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","6","NB","AF","E",39,"pip-pep"
"221",47,"kek","kik","A","6","kik-kek_continuumStep_4_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","4","NB","AF","E",47,"kik-kek"
"222",50,"kek","kik","E","6","kik-kek_continuumStep_2_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","2","NB","AF","I",50,"kik-kek"
"223",51,"kek","kik","A","6","kik-kek_continuumStep_6_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","6","NB","AF","E",51,"kik-kek"
"224",54,"sik","sec","E","6","sik-sec7.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","7","NB","AF","E",54,"sik-sec"
"225",57,"kek","kik","E","6","kik-kek_continuumStep_1_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","1","NB","AF","I",57,"kik-kek"
"226",61,"kek","kik","A","6","kik-kek_continuumStep_5_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","5","NB","AF","E",61,"kik-kek"
"227",64,"pip","pep","A","6","pip-pep_continuumStep_1_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","1","NB","AF","I",64,"pip-pep"
"228",68,"sik","sec","E","6","sik-sec4.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","4","NB","AF","E",68,"sik-sec"
"229",77,"pip","pep","E","6","pip-pep_continuumStep_7_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","7","NB","AF","E",77,"pip-pep"
"230",79,"sik","sec","A","6","sik-sec1.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","1","NB","AF","I",79,"sik-sec"
"231",81,"pip","pep","E","6","pip-pep_continuumStep_5_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","5","NB","AF","E",81,"pip-pep"
"232",NA,NA,NA,NA,"6","sik-sec4.wav","NB-AF-MN","post",2,"sik","sec","A","IE","4","NB","AF","I",2,"sik-sec"
"233",NA,NA,NA,NA,"6","kik-kek_continuumStep_6_stereo.wav","NB-AF-MN","post",6,"kek","kik","A","IE","6","NB","AF","E",6,"kik-kek"
"234",NA,NA,NA,NA,"6","kik-kek_continuumStep_1_stereo.wav","NB-AF-MN","post",8,"kek","kik","E","IE","1","NB","AF","I",8,"kik-kek"
"235",NA,NA,NA,NA,"6","pip-pep_continuumStep_6_stereo.wav","NB-AF-MN","post",10,"pip","pep","E","IE","6","NB","AF","E",10,"pip-pep"
"236",NA,NA,NA,NA,"6","sik-sec7.wav","NB-AF-MN","post",21,"sik","sec","E","IE","7","NB","AF","E",21,"sik-sec"
"237",NA,NA,NA,NA,"6","sik-sec5.wav","NB-AF-MN","post",22,"sik","sec","E","IE","5","NB","AF","E",22,"sik-sec"
"238",NA,NA,NA,NA,"6","pip-pep_continuumStep_2_stereo.wav","NB-AF-MN","post",25,"pip","pep","A","IE","2","NB","AF","I",25,"pip-pep"
"239",NA,NA,NA,NA,"6","kik-kek_continuumStep_5_stereo.wav","NB-AF-MN","post",29,"kek","kik","A","IE","5","NB","AF","E",29,"kik-kek"
"240",NA,NA,NA,NA,"6","pip-pep_continuumStep_7_stereo.wav","NB-AF-MN","post",30,"pip","pep","E","IE","7","NB","AF","E",30,"pip-pep"
"241",NA,NA,NA,NA,"6","pip-pep_continuumStep_3_stereo.wav","NB-AF-MN","post",32,"pip","pep","E","IE","3","NB","AF","E",32,"pip-pep"
"242",NA,NA,NA,NA,"6","pip-pep_continuumStep_1_stereo.wav","NB-AF-MN","post",35,"pip","pep","A","IE","1","NB","AF","I",35,"pip-pep"
"243",NA,NA,NA,NA,"6","sik-sec6.wav","NB-AF-MN","post",40,"sik","sec","E","IE","6","NB","AF","E",40,"sik-sec"
"244",NA,NA,NA,NA,"6","sik-sec1.wav","NB-AF-MN","post",41,"sik","sec","A","IE","1","NB","AF","I",41,"sik-sec"
"245",NA,NA,NA,NA,"6","pip-pep_continuumStep_5_stereo.wav","NB-AF-MN","post",51,"pip","pep","E","IE","5","NB","AF","E",51,"pip-pep"
"246",NA,NA,NA,NA,"6","kik-kek_continuumStep_7_stereo.wav","NB-AF-MN","post",56,"kek","kik","A","IE","7","NB","AF","E",56,"kik-kek"
"247",NA,NA,NA,NA,"6","kik-kek_continuumStep_2_stereo.wav","NB-AF-MN","post",57,"kek","kik","E","IE","2","NB","AF","I",57,"kik-kek"
"248",NA,NA,NA,NA,"6","kik-kek_continuumStep_4_stereo.wav","NB-AF-MN","post",61,"kek","kik","A","IE","4","NB","AF","E",61,"kik-kek"
"249",NA,NA,NA,NA,"6","sik-sec3.wav","NB-AF-MN","post",64,"sik","sec","A","IE","3","NB","AF","I",64,"sik-sec"
"250",NA,NA,NA,NA,"6","sik-sec2.wav","NB-AF-MN","post",73,"sik","sec","A","IE","2","NB","AF","I",73,"sik-sec"
"251",NA,NA,NA,NA,"6","kik-kek_continuumStep_3_stereo.wav","NB-AF-MN","post",79,"kek","kik","E","IE","3","NB","AF","I",79,"kik-kek"
"252",NA,NA,NA,NA,"6","pip-pep_continuumStep_4_stereo.wav","NB-AF-MN","post",81,"pip","pep","E","IE","4","NB","AF","E",81,"pip-pep"
"253",8,"kek","kik","E","7","kik-kek_continuumStep_1_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","1","NB","MN","I",8,"kik-kek"
"254",12,"sik","sec","E","7","sik-sec6.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","6","NB","MN","E",12,"sik-sec"
"255",25,"pip","pep","E","7","pip-pep_continuumStep_7_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","7","NB","MN","E",25,"pip-pep"
"256",29,"sik","sec","A","7","sik-sec3.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","3","NB","MN","I",29,"sik-sec"
"257",35,"pip","pep","A","7","pip-pep_continuumStep_1_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","1","NB","MN","I",35,"pip-pep"
"258",37,"kek","kik","A","7","kik-kek_continuumStep_6_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","6","NB","MN","E",37,"kik-kek"
"259",38,"kek","kik","A","7","kik-kek_continuumStep_7_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","7","NB","MN","E",38,"kik-kek"
"260",39,"sik","sec","E","7","sik-sec7.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","7","NB","MN","E",39,"sik-sec"
"261",40,"pip","pep","E","7","pip-pep_continuumStep_4_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","4","NB","MN","E",40,"pip-pep"
"262",46,"sik","sec","E","7","sik-sec4.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","4","NB","MN","E",46,"sik-sec"
"263",48,"pip","pep","E","7","pip-pep_continuumStep_5_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","5","NB","MN","E",48,"pip-pep"
"264",59,"sik","sec","A","7","sik-sec2.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","2","NB","MN","I",59,"sik-sec"
"265",67,"pip","pep","E","7","pip-pep_continuumStep_6_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","6","NB","MN","E",67,"pip-pep"
"266",68,"sik","sec","A","7","sik-sec1.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","1","NB","MN","I",68,"sik-sec"
"267",75,"kek","kik","E","7","kik-kek_continuumStep_4_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","4","NB","MN","I",75,"kik-kek"
"268",76,"pip","pep","A","7","pip-pep_continuumStep_2_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","2","NB","MN","I",76,"pip-pep"
"269",77,"kek","kik","E","7","kik-kek_continuumStep_5_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","5","NB","MN","I",77,"kik-kek"
"270",78,"kek","kik","E","7","kik-kek_continuumStep_3_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","3","NB","MN","I",78,"kik-kek"
"271",81,"sik","sec","E","7","sik-sec5.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","5","NB","MN","E",81,"sik-sec"
"272",82,"kek","kik","E","7","kik-kek_continuumStep_2_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","2","NB","MN","I",82,"kik-kek"
"273",83,"pip","pep","A","7","pip-pep_continuumStep_3_stereo.wav","NB-MN-AF","pre",NA,NA,NA,NA,"IE","3","NB","MN","I",83,"pip-pep"
"274",NA,NA,NA,NA,"7","sik-sec3.wav","NB-MN-AF","post",3,"sik","sec","A","IE","3","NB","MN","I",3,"sik-sec"
"275",NA,NA,NA,NA,"7","pip-pep_continuumStep_3_stereo.wav","NB-MN-AF","post",7,"pip","pep","E","IE","3","NB","MN","E",7,"pip-pep"
"276",NA,NA,NA,NA,"7","kik-kek_continuumStep_3_stereo.wav","NB-MN-AF","post",14,"kek","kik","E","IE","3","NB","MN","I",14,"kik-kek"
"277",NA,NA,NA,NA,"7","kik-kek_continuumStep_4_stereo.wav","NB-MN-AF","post",15,"kek","kik","E","IE","4","NB","MN","I",15,"kik-kek"
"278",NA,NA,NA,NA,"7","pip-pep_continuumStep_7_stereo.wav","NB-MN-AF","post",16,"pip","pep","E","IE","7","NB","MN","E",16,"pip-pep"
"279",NA,NA,NA,NA,"7","kik-kek_continuumStep_1_stereo.wav","NB-MN-AF","post",21,"kek","kik","E","IE","1","NB","MN","I",21,"kik-kek"
"280",NA,NA,NA,NA,"7","pip-pep_continuumStep_1_stereo.wav","NB-MN-AF","post",22,"pip","pep","A","IE","1","NB","MN","I",22,"pip-pep"
"281",NA,NA,NA,NA,"7","kik-kek_continuumStep_7_stereo.wav","NB-MN-AF","post",27,"kek","kik","A","IE","7","NB","MN","E",27,"kik-kek"
"282",NA,NA,NA,NA,"7","sik-sec6.wav","NB-MN-AF","post",29,"sik","sec","E","IE","6","NB","MN","E",29,"sik-sec"
"283",NA,NA,NA,NA,"7","kik-kek_continuumStep_6_stereo.wav","NB-MN-AF","post",32,"kek","kik","A","IE","6","NB","MN","E",32,"kik-kek"
"284",NA,NA,NA,NA,"7","pip-pep_continuumStep_6_stereo.wav","NB-MN-AF","post",35,"pip","pep","E","IE","6","NB","MN","E",35,"pip-pep"
"285",NA,NA,NA,NA,"7","pip-pep_continuumStep_2_stereo.wav","NB-MN-AF","post",38,"pip","pep","A","IE","2","NB","MN","I",38,"pip-pep"
"286",NA,NA,NA,NA,"7","sik-sec2.wav","NB-MN-AF","post",42,"sik","sec","A","IE","2","NB","MN","I",42,"sik-sec"
"287",NA,NA,NA,NA,"7","kik-kek_continuumStep_5_stereo.wav","NB-MN-AF","post",48,"kek","kik","A","IE","5","NB","MN","E",48,"kik-kek"
"288",NA,NA,NA,NA,"7","sik-sec5.wav","NB-MN-AF","post",58,"sik","sec","E","IE","5","NB","MN","E",58,"sik-sec"
"289",NA,NA,NA,NA,"7","pip-pep_continuumStep_4_stereo.wav","NB-MN-AF","post",59,"pip","pep","E","IE","4","NB","MN","E",59,"pip-pep"
"290",NA,NA,NA,NA,"7","sik-sec1.wav","NB-MN-AF","post",62,"sik","sec","A","IE","1","NB","MN","I",62,"sik-sec"
"291",NA,NA,NA,NA,"7","pip-pep_continuumStep_5_stereo.wav","NB-MN-AF","post",65,"pip","pep","E","IE","5","NB","MN","E",65,"pip-pep"
"292",NA,NA,NA,NA,"7","sik-sec4.wav","NB-MN-AF","post",69,"sik","sec","E","IE","4","NB","MN","E",69,"sik-sec"
"293",NA,NA,NA,NA,"7","sik-sec7.wav","NB-MN-AF","post",79,"sik","sec","E","IE","7","NB","MN","E",79,"sik-sec"
"294",NA,NA,NA,NA,"7","kik-kek_continuumStep_2_stereo.wav","NB-MN-AF","post",81,"kek","kik","E","IE","2","NB","MN","I",81,"kik-kek"
"295",1,"kek","kik","E","8","kik-kek_continuumStep_3_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","I",1,"kik-kek"
"296",3,"pip","pep","A","8","pip-pep_continuumStep_3_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","I",3,"pip-pep"
"297",7,"pip","pep","A","8","pip-pep_continuumStep_4_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","I",7,"pip-pep"
"298",8,"sik","sec","A","8","sik-sec5.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","I",8,"sik-sec"
"299",16,"kek","kik","E","8","kik-kek_continuumStep_1_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",16,"kik-kek"
"300",18,"kek","kik","A","8","kik-kek_continuumStep_5_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","E",18,"kik-kek"
"301",24,"kek","kik","E","8","kik-kek_continuumStep_4_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","I",24,"kik-kek"
"302",25,"pip","pep","A","8","pip-pep_continuumStep_2_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",25,"pip-pep"
"303",26,"sik","sec","E","8","sik-sec7.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",26,"sik-sec"
"304",33,"sik","sec","A","8","sik-sec6.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","I",33,"sik-sec"
"305",45,"kek","kik","E","8","kik-kek_continuumStep_6_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","I",45,"kik-kek"
"306",48,"kek","kik","E","8","kik-kek_continuumStep_2_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",48,"kik-kek"
"307",53,"pip","pep","E","8","pip-pep_continuumStep_7_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",53,"pip-pep"
"308",54,"sik","sec","A","8","sik-sec3.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","I",54,"sik-sec"
"309",58,"pip","pep","A","8","pip-pep_continuumStep_5_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","I",58,"pip-pep"
"310",60,"sik","sec","A","8","sik-sec4.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","I",60,"sik-sec"
"311",62,"sik","sec","A","8","sik-sec2.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",62,"sik-sec"
"312",63,"pip","pep","A","8","pip-pep_continuumStep_6_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","I",63,"pip-pep"
"313",64,"sik","sec","A","8","sik-sec1.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",64,"sik-sec"
"314",67,"kek","kik","E","8","kik-kek_continuumStep_7_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","I",67,"kik-kek"
"315",69,"pip","pep","A","8","pip-pep_continuumStep_1_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",69,"pip-pep"
"316",NA,NA,NA,NA,"8","sik-sec1.wav","BB-AF-MN","post",8,"sik","sec","A","IE","1","BB","AF","I",8,"sik-sec"
"317",NA,NA,NA,NA,"8","kik-kek_continuumStep_2_stereo.wav","BB-AF-MN","post",11,"kek","kik","E","IE","2","BB","AF","I",11,"kik-kek"
"318",NA,NA,NA,NA,"8","kik-kek_continuumStep_1_stereo.wav","BB-AF-MN","post",15,"kek","kik","E","IE","1","BB","AF","I",15,"kik-kek"
"319",NA,NA,NA,NA,"8","kik-kek_continuumStep_3_stereo.wav","BB-AF-MN","post",24,"kek","kik","E","IE","3","BB","AF","I",24,"kik-kek"
"320",NA,NA,NA,NA,"8","kik-kek_continuumStep_6_stereo.wav","BB-AF-MN","post",26,"kek","kik","A","IE","6","BB","AF","E",26,"kik-kek"
"321",NA,NA,NA,NA,"8","pip-pep_continuumStep_2_stereo.wav","BB-AF-MN","post",35,"pip","pep","A","IE","2","BB","AF","I",35,"pip-pep"
"322",NA,NA,NA,NA,"8","sik-sec5.wav","BB-AF-MN","post",40,"sik","sec","A","IE","5","BB","AF","I",40,"sik-sec"
"323",NA,NA,NA,NA,"8","pip-pep_continuumStep_1_stereo.wav","BB-AF-MN","post",45,"pip","pep","A","IE","1","BB","AF","I",45,"pip-pep"
"324",NA,NA,NA,NA,"8","pip-pep_continuumStep_5_stereo.wav","BB-AF-MN","post",47,"pip","pep","A","IE","5","BB","AF","I",47,"pip-pep"
"325",NA,NA,NA,NA,"8","kik-kek_continuumStep_7_stereo.wav","BB-AF-MN","post",48,"kek","kik","E","IE","7","BB","AF","I",48,"kik-kek"
"326",NA,NA,NA,NA,"8","kik-kek_continuumStep_4_stereo.wav","BB-AF-MN","post",51,"kek","kik","E","IE","4","BB","AF","I",51,"kik-kek"
"327",NA,NA,NA,NA,"8","pip-pep_continuumStep_6_stereo.wav","BB-AF-MN","post",52,"pip","pep","A","IE","6","BB","AF","I",52,"pip-pep"
"328",NA,NA,NA,NA,"8","sik-sec2.wav","BB-AF-MN","post",53,"sik","sec","A","IE","2","BB","AF","I",53,"sik-sec"
"329",NA,NA,NA,NA,"8","pip-pep_continuumStep_3_stereo.wav","BB-AF-MN","post",57,"pip","pep","A","IE","3","BB","AF","I",57,"pip-pep"
"330",NA,NA,NA,NA,"8","pip-pep_continuumStep_7_stereo.wav","BB-AF-MN","post",58,"pip","pep","A","IE","7","BB","AF","I",58,"pip-pep"
"331",NA,NA,NA,NA,"8","kik-kek_continuumStep_5_stereo.wav","BB-AF-MN","post",62,"kek","kik","E","IE","5","BB","AF","I",62,"kik-kek"
"332",NA,NA,NA,NA,"8","pip-pep_continuumStep_4_stereo.wav","BB-AF-MN","post",69,"pip","pep","A","IE","4","BB","AF","I",69,"pip-pep"
"333",NA,NA,NA,NA,"8","sik-sec6.wav","BB-AF-MN","post",72,"sik","sec","A","IE","6","BB","AF","I",72,"sik-sec"
"334",NA,NA,NA,NA,"8","sik-sec7.wav","BB-AF-MN","post",74,"sik","sec","E","IE","7","BB","AF","E",74,"sik-sec"
"335",NA,NA,NA,NA,"8","sik-sec4.wav","BB-AF-MN","post",79,"sik","sec","A","IE","4","BB","AF","I",79,"sik-sec"
