"","count_perceptionPretestResponse","percepPretestA","percepPretestB","response_perceptionPretestResponse","subject_nr","audio","title","prepost","count_perceptionPostTestResponse","perceptionPostTestOptionA","perceptionPostTestOptionB","response_perceptionPostTestResponse","contrast","stepOnCon","BB","AF","responseV","count","pair"
"2132",NA,NA,NA,NA,"51","pip-pep_continuumStep_7_stereo.wav","NB-AF-MN","post",48,"pip","pep","E","IE","7","NB","AF","E",48,"pip-pep"
"2133",NA,NA,NA,NA,"51","pip-pep_continuumStep_2_stereo.wav","NB-AF-MN","post",50,"pip","pep","A","IE","2","NB","AF","I",50,"pip-pep"
"2134",NA,NA,NA,NA,"51","kik-kek_continuumStep_5_stereo.wav","NB-AF-MN","post",51,"kek","kik","E","IE","5","NB","AF","I",51,"kik-kek"
"2135",NA,NA,NA,NA,"51","pip-pep_continuumStep_5_stereo.wav","NB-AF-MN","post",53,"pip","pep","E","IE","5","NB","AF","E",53,"pip-pep"
"2136",NA,NA,NA,NA,"51","sik-sec7.wav","NB-AF-MN","post",59,"sik","sec","E","IE","7","NB","AF","E",59,"sik-sec"
"2137",NA,NA,NA,NA,"51","kik-kek_continuumStep_1_stereo.wav","NB-AF-MN","post",67,"kek","kik","E","IE","1","NB","AF","I",67,"kik-kek"
"2138",NA,NA,NA,NA,"51","pip-pep_continuumStep_6_stereo.wav","NB-AF-MN","post",69,"pip","pep","E","IE","6","NB","AF","E",69,"pip-pep"
"2139",NA,NA,NA,NA,"51","sik-sec3.wav","NB-AF-MN","post",72,"sik","sec","A","IE","3","NB","AF","I",72,"sik-sec"
"2140",NA,NA,NA,NA,"51","sik-sec5.wav","NB-AF-MN","post",75,"sik","sec","A","IE","5","NB","AF","I",75,"sik-sec"
"2141",NA,NA,NA,NA,"51","kik-kek_continuumStep_2_stereo.wav","NB-AF-MN","post",76,"kek","kik","E","IE","2","NB","AF","I",76,"kik-kek"
"2142",NA,NA,NA,NA,"51","kik-kek_continuumStep_4_stereo.wav","NB-AF-MN","post",80,"kek","kik","E","IE","4","NB","AF","I",80,"kik-kek"
"2143",5,"pip","pep","E","52","pip-pep_continuumStep_6_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","E",5,"pip-pep"
"2144",10,"kek","kik","E","52","kik-kek_continuumStep_3_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","I",10,"kik-kek"
"2145",15,"pip","pep","A","52","pip-pep_continuumStep_3_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","I",15,"pip-pep"
"2146",17,"sik","sec","A","52","sik-sec2.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",17,"sik-sec"
"2147",18,"sik","sec","A","52","sik-sec1.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",18,"sik-sec"
"2148",25,"pip","pep","A","52","pip-pep_continuumStep_5_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","I",25,"pip-pep"
"2149",27,"sik","sec","A","52","sik-sec5.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","I",27,"sik-sec"
"2150",34,"kek","kik","A","52","kik-kek_continuumStep_5_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","E",34,"kik-kek"
"2151",35,"sik","sec","A","52","sik-sec4.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","I",35,"sik-sec"
"2152",36,"pip","pep","E","52","pip-pep_continuumStep_7_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",36,"pip-pep"
"2153",40,"pip","pep","A","52","pip-pep_continuumStep_4_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","I",40,"pip-pep"
"2154",43,"kek","kik","A","52","kik-kek_continuumStep_7_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",43,"kik-kek"
"2155",48,"kek","kik","E","52","kik-kek_continuumStep_1_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",48,"kik-kek"
"2156",53,"sik","sec","A","52","sik-sec3.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","I",53,"sik-sec"
"2157",54,"kek","kik","E","52","kik-kek_continuumStep_4_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","I",54,"kik-kek"
"2158",57,"sik","sec","E","52","sik-sec7.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",57,"sik-sec"
"2159",58,"pip","pep","A","52","pip-pep_continuumStep_1_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",58,"pip-pep"
"2160",59,"kek","kik","E","52","kik-kek_continuumStep_2_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",59,"kik-kek"
"2161",60,"sik","sec","E","52","sik-sec6.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","E",60,"sik-sec"
"2162",62,"pip","pep","A","52","pip-pep_continuumStep_2_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",62,"pip-pep"
"2163",74,"kek","kik","A","52","kik-kek_continuumStep_6_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","E",74,"kik-kek"
"2164",NA,NA,NA,NA,"52","pip-pep_continuumStep_6_stereo.wav","BB-AF-MN","post",0,"pip","pep","E","IE","6","BB","AF","E",0,"pip-pep"
"2165",NA,NA,NA,NA,"52","pip-pep_continuumStep_4_stereo.wav","BB-AF-MN","post",8,"pip","pep","E","IE","4","BB","AF","E",8,"pip-pep"
"2166",NA,NA,NA,NA,"52","pip-pep_continuumStep_7_stereo.wav","BB-AF-MN","post",10,"pip","pep","E","IE","7","BB","AF","E",10,"pip-pep"
"2167",NA,NA,NA,NA,"52","kik-kek_continuumStep_3_stereo.wav","BB-AF-MN","post",13,"kek","kik","E","IE","3","BB","AF","I",13,"kik-kek"
"2168",NA,NA,NA,NA,"52","kik-kek_continuumStep_2_stereo.wav","BB-AF-MN","post",24,"kek","kik","E","IE","2","BB","AF","I",24,"kik-kek"
"2169",NA,NA,NA,NA,"52","sik-sec1.wav","BB-AF-MN","post",27,"sik","sec","A","IE","1","BB","AF","I",27,"sik-sec"
"2170",NA,NA,NA,NA,"52","pip-pep_continuumStep_5_stereo.wav","BB-AF-MN","post",31,"pip","pep","E","IE","5","BB","AF","E",31,"pip-pep"
"2171",NA,NA,NA,NA,"52","kik-kek_continuumStep_5_stereo.wav","BB-AF-MN","post",34,"kek","kik","A","IE","5","BB","AF","E",34,"kik-kek"
"2172",NA,NA,NA,NA,"52","kik-kek_continuumStep_7_stereo.wav","BB-AF-MN","post",44,"kek","kik","A","IE","7","BB","AF","E",44,"kik-kek"
"2173",NA,NA,NA,NA,"52","sik-sec3.wav","BB-AF-MN","post",45,"sik","sec","A","IE","3","BB","AF","I",45,"sik-sec"
"2174",NA,NA,NA,NA,"52","pip-pep_continuumStep_3_stereo.wav","BB-AF-MN","post",46,"pip","pep","A","IE","3","BB","AF","I",46,"pip-pep"
"2175",NA,NA,NA,NA,"52","sik-sec2.wav","BB-AF-MN","post",48,"sik","sec","A","IE","2","BB","AF","I",48,"sik-sec"
"2176",NA,NA,NA,NA,"52","kik-kek_continuumStep_1_stereo.wav","BB-AF-MN","post",51,"kek","kik","E","IE","1","BB","AF","I",51,"kik-kek"
"2177",NA,NA,NA,NA,"52","sik-sec5.wav","BB-AF-MN","post",53,"sik","sec","E","IE","5","BB","AF","E",53,"sik-sec"
"2178",NA,NA,NA,NA,"52","sik-sec6.wav","BB-AF-MN","post",60,"sik","sec","E","IE","6","BB","AF","E",60,"sik-sec"
"2179",NA,NA,NA,NA,"52","kik-kek_continuumStep_4_stereo.wav","BB-AF-MN","post",61,"kek","kik","E","IE","4","BB","AF","I",61,"kik-kek"
"2180",NA,NA,NA,NA,"52","sik-sec4.wav","BB-AF-MN","post",64,"sik","sec","E","IE","4","BB","AF","E",64,"sik-sec"
"2181",NA,NA,NA,NA,"52","sik-sec7.wav","BB-AF-MN","post",65,"sik","sec","E","IE","7","BB","AF","E",65,"sik-sec"
"2182",NA,NA,NA,NA,"52","pip-pep_continuumStep_2_stereo.wav","BB-AF-MN","post",68,"pip","pep","A","IE","2","BB","AF","I",68,"pip-pep"
"2183",NA,NA,NA,NA,"52","kik-kek_continuumStep_6_stereo.wav","BB-AF-MN","post",72,"kek","kik","A","IE","6","BB","AF","E",72,"kik-kek"
"2184",NA,NA,NA,NA,"52","pip-pep_continuumStep_1_stereo.wav","BB-AF-MN","post",75,"pip","pep","A","IE","1","BB","AF","I",75,"pip-pep"
"2185",2,"sik","sec","A","53","sik-sec4.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","I",2,"sik-sec"
"2186",7,"pip","pep","E","53","pip-pep_continuumStep_3_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","E",7,"pip-pep"
"2187",11,"kek","kik","E","53","kik-kek_continuumStep_1_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",11,"kik-kek"
"2188",14,"pip","pep","A","53","pip-pep_continuumStep_1_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",14,"pip-pep"
"2189",16,"kek","kik","A","53","kik-kek_continuumStep_6_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","E",16,"kik-kek"
"2190",19,"sik","sec","A","53","sik-sec3.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","I",19,"sik-sec"
"2191",22,"kek","kik","E","53","kik-kek_continuumStep_4_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","I",22,"kik-kek"
"2192",28,"sik","sec","A","53","sik-sec1.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",28,"sik-sec"
"2193",29,"pip","pep","A","53","pip-pep_continuumStep_2_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",29,"pip-pep"
"2194",39,"pip","pep","A","53","pip-pep_continuumStep_6_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","I",39,"pip-pep"
"2195",40,"kek","kik","E","53","kik-kek_continuumStep_3_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","I",40,"kik-kek"
"2196",44,"pip","pep","E","53","pip-pep_continuumStep_7_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",44,"pip-pep"
"2197",46,"sik","sec","A","53","sik-sec5.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","I",46,"sik-sec"
"2198",47,"sik","sec","E","53","sik-sec7.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",47,"sik-sec"
"2199",49,"pip","pep","A","53","pip-pep_continuumStep_5_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","I",49,"pip-pep"
"2200",50,"sik","sec","A","53","sik-sec6.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","I",50,"sik-sec"
"2201",66,"sik","sec","A","53","sik-sec2.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",66,"sik-sec"
"2202",67,"kek","kik","E","53","kik-kek_continuumStep_2_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",67,"kik-kek"
"2203",69,"kek","kik","A","53","kik-kek_continuumStep_5_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","E",69,"kik-kek"
"2204",71,"kek","kik","A","53","kik-kek_continuumStep_7_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",71,"kik-kek"
"2205",74,"pip","pep","E","53","pip-pep_continuumStep_4_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","E",74,"pip-pep"
"2206",NA,NA,NA,NA,"53","kik-kek_continuumStep_5_stereo.wav","BB-AF-MN","post",0,"kek","kik","A","IE","5","BB","AF","E",0,"kik-kek"
"2207",NA,NA,NA,NA,"53","kik-kek_continuumStep_3_stereo.wav","BB-AF-MN","post",2,"kek","kik","E","IE","3","BB","AF","I",2,"kik-kek"
"2208",NA,NA,NA,NA,"53","kik-kek_continuumStep_6_stereo.wav","BB-AF-MN","post",6,"kek","kik","A","IE","6","BB","AF","E",6,"kik-kek"
"2209",NA,NA,NA,NA,"53","sik-sec4.wav","BB-AF-MN","post",9,"sik","sec","E","IE","4","BB","AF","E",9,"sik-sec"
"2210",NA,NA,NA,NA,"53","sik-sec2.wav","BB-AF-MN","post",11,"sik","sec","A","IE","2","BB","AF","I",11,"sik-sec"
"2211",NA,NA,NA,NA,"53","kik-kek_continuumStep_4_stereo.wav","BB-AF-MN","post",24,"kek","kik","E","IE","4","BB","AF","I",24,"kik-kek"
"2212",NA,NA,NA,NA,"53","kik-kek_continuumStep_1_stereo.wav","BB-AF-MN","post",26,"kek","kik","E","IE","1","BB","AF","I",26,"kik-kek"
"2213",NA,NA,NA,NA,"53","kik-kek_continuumStep_7_stereo.wav","BB-AF-MN","post",32,"kek","kik","A","IE","7","BB","AF","E",32,"kik-kek"
"2214",NA,NA,NA,NA,"53","sik-sec3.wav","BB-AF-MN","post",37,"sik","sec","E","IE","3","BB","AF","E",37,"sik-sec"
"2215",NA,NA,NA,NA,"53","sik-sec5.wav","BB-AF-MN","post",41,"sik","sec","A","IE","5","BB","AF","I",41,"sik-sec"
"2216",NA,NA,NA,NA,"53","pip-pep_continuumStep_7_stereo.wav","BB-AF-MN","post",45,"pip","pep","E","IE","7","BB","AF","E",45,"pip-pep"
"2217",NA,NA,NA,NA,"53","pip-pep_continuumStep_4_stereo.wav","BB-AF-MN","post",58,"pip","pep","E","IE","4","BB","AF","E",58,"pip-pep"
"2218",NA,NA,NA,NA,"53","sik-sec6.wav","BB-AF-MN","post",62,"sik","sec","E","IE","6","BB","AF","E",62,"sik-sec"
"2219",NA,NA,NA,NA,"53","kik-kek_continuumStep_2_stereo.wav","BB-AF-MN","post",67,"kek","kik","E","IE","2","BB","AF","I",67,"kik-kek"
"2220",NA,NA,NA,NA,"53","sik-sec7.wav","BB-AF-MN","post",73,"sik","sec","E","IE","7","BB","AF","E",73,"sik-sec"
"2221",NA,NA,NA,NA,"53","pip-pep_continuumStep_5_stereo.wav","BB-AF-MN","post",76,"pip","pep","A","IE","5","BB","AF","I",76,"pip-pep"
"2222",NA,NA,NA,NA,"53","pip-pep_continuumStep_3_stereo.wav","BB-AF-MN","post",77,"pip","pep","A","IE","3","BB","AF","I",77,"pip-pep"
"2223",NA,NA,NA,NA,"53","sik-sec1.wav","BB-AF-MN","post",79,"sik","sec","A","IE","1","BB","AF","I",79,"sik-sec"
"2224",NA,NA,NA,NA,"53","pip-pep_continuumStep_2_stereo.wav","BB-AF-MN","post",80,"pip","pep","A","IE","2","BB","AF","I",80,"pip-pep"
"2225",NA,NA,NA,NA,"53","pip-pep_continuumStep_6_stereo.wav","BB-AF-MN","post",82,"pip","pep","E","IE","6","BB","AF","E",82,"pip-pep"
"2226",NA,NA,NA,NA,"53","pip-pep_continuumStep_1_stereo.wav","BB-AF-MN","post",83,"pip","pep","A","IE","1","BB","AF","I",83,"pip-pep"
"2227",3,"sik","sec","A","54","sik-sec1.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","1","NB","AF","I",3,"sik-sec"
"2228",9,"kek","kik","E","54","kik-kek_continuumStep_1_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","1","NB","AF","I",9,"kik-kek"
"2229",10,"sik","sec","E","54","sik-sec6.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","6","NB","AF","E",10,"sik-sec"
"2230",18,"sik","sec","A","54","sik-sec3.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","3","NB","AF","I",18,"sik-sec"
"2231",20,"sik","sec","E","54","sik-sec7.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","7","NB","AF","E",20,"sik-sec"
"2232",21,"kek","kik","E","54","kik-kek_continuumStep_4_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","4","NB","AF","I",21,"kik-kek"
"2233",22,"kek","kik","A","54","kik-kek_continuumStep_5_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","5","NB","AF","E",22,"kik-kek"
"2234",26,"kek","kik","E","54","kik-kek_continuumStep_2_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","2","NB","AF","I",26,"kik-kek"
"2235",30,"kek","kik","E","54","kik-kek_continuumStep_3_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","3","NB","AF","I",30,"kik-kek"
"2236",32,"sik","sec","E","54","sik-sec5.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","5","NB","AF","E",32,"sik-sec"
"2237",33,"pip","pep","E","54","pip-pep_continuumStep_3_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","3","NB","AF","E",33,"pip-pep"
"2238",35,"pip","pep","E","54","pip-pep_continuumStep_7_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","7","NB","AF","E",35,"pip-pep"
"2239",44,"pip","pep","A","54","pip-pep_continuumStep_2_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","2","NB","AF","I",44,"pip-pep"
"2240",46,"pip","pep","A","54","pip-pep_continuumStep_1_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","1","NB","AF","I",46,"pip-pep"
"2241",47,"pip","pep","E","54","pip-pep_continuumStep_5_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","5","NB","AF","E",47,"pip-pep"
"2242",49,"pip","pep","E","54","pip-pep_continuumStep_6_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","6","NB","AF","E",49,"pip-pep"
"2243",50,"sik","sec","A","54","sik-sec4.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","4","NB","AF","I",50,"sik-sec"
"2244",58,"sik","sec","A","54","sik-sec2.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","2","NB","AF","I",58,"sik-sec"
"2245",66,"kek","kik","A","54","kik-kek_continuumStep_6_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","6","NB","AF","E",66,"kik-kek"
"2246",77,"pip","pep","E","54","pip-pep_continuumStep_4_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","4","NB","AF","E",77,"pip-pep"
"2247",82,"kek","kik","A","54","kik-kek_continuumStep_7_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","7","NB","AF","E",82,"kik-kek"
"2248",NA,NA,NA,NA,"54","kik-kek_continuumStep_5_stereo.wav","NB-AF-MN","post",3,"kek","kik","A","IE","5","NB","AF","E",3,"kik-kek"
"2249",NA,NA,NA,NA,"54","kik-kek_continuumStep_3_stereo.wav","NB-AF-MN","post",5,"kek","kik","E","IE","3","NB","AF","I",5,"kik-kek"
"2250",NA,NA,NA,NA,"54","pip-pep_continuumStep_3_stereo.wav","NB-AF-MN","post",12,"pip","pep","E","IE","3","NB","AF","E",12,"pip-pep"
"2251",NA,NA,NA,NA,"54","kik-kek_continuumStep_1_stereo.wav","NB-AF-MN","post",16,"kek","kik","E","IE","1","NB","AF","I",16,"kik-kek"
"2252",NA,NA,NA,NA,"54","kik-kek_continuumStep_4_stereo.wav","NB-AF-MN","post",18,"kek","kik","E","IE","4","NB","AF","I",18,"kik-kek"
"2253",NA,NA,NA,NA,"54","sik-sec6.wav","NB-AF-MN","post",20,"sik","sec","E","IE","6","NB","AF","E",20,"sik-sec"
"2254",NA,NA,NA,NA,"54","sik-sec7.wav","NB-AF-MN","post",21,"sik","sec","E","IE","7","NB","AF","E",21,"sik-sec"
"2255",NA,NA,NA,NA,"54","sik-sec2.wav","NB-AF-MN","post",23,"sik","sec","A","IE","2","NB","AF","I",23,"sik-sec"
"2256",NA,NA,NA,NA,"54","kik-kek_continuumStep_2_stereo.wav","NB-AF-MN","post",28,"kek","kik","E","IE","2","NB","AF","I",28,"kik-kek"
"2257",NA,NA,NA,NA,"54","pip-pep_continuumStep_4_stereo.wav","NB-AF-MN","post",39,"pip","pep","E","IE","4","NB","AF","E",39,"pip-pep"
"2258",NA,NA,NA,NA,"54","pip-pep_continuumStep_2_stereo.wav","NB-AF-MN","post",42,"pip","pep","A","IE","2","NB","AF","I",42,"pip-pep"
"2259",NA,NA,NA,NA,"54","pip-pep_continuumStep_7_stereo.wav","NB-AF-MN","post",46,"pip","pep","E","IE","7","NB","AF","E",46,"pip-pep"
"2260",NA,NA,NA,NA,"54","sik-sec4.wav","NB-AF-MN","post",50,"sik","sec","E","IE","4","NB","AF","E",50,"sik-sec"
"2261",NA,NA,NA,NA,"54","pip-pep_continuumStep_5_stereo.wav","NB-AF-MN","post",62,"pip","pep","E","IE","5","NB","AF","E",62,"pip-pep"
"2262",NA,NA,NA,NA,"54","pip-pep_continuumStep_1_stereo.wav","NB-AF-MN","post",67,"pip","pep","A","IE","1","NB","AF","I",67,"pip-pep"
"2263",NA,NA,NA,NA,"54","kik-kek_continuumStep_7_stereo.wav","NB-AF-MN","post",70,"kek","kik","A","IE","7","NB","AF","E",70,"kik-kek"
"2264",NA,NA,NA,NA,"54","sik-sec5.wav","NB-AF-MN","post",73,"sik","sec","E","IE","5","NB","AF","E",73,"sik-sec"
"2265",NA,NA,NA,NA,"54","pip-pep_continuumStep_6_stereo.wav","NB-AF-MN","post",74,"pip","pep","E","IE","6","NB","AF","E",74,"pip-pep"
"2266",NA,NA,NA,NA,"54","sik-sec1.wav","NB-AF-MN","post",76,"sik","sec","A","IE","1","NB","AF","I",76,"sik-sec"
"2267",NA,NA,NA,NA,"54","kik-kek_continuumStep_6_stereo.wav","NB-AF-MN","post",78,"kek","kik","A","IE","6","NB","AF","E",78,"kik-kek"
"2268",NA,NA,NA,NA,"54","sik-sec3.wav","NB-AF-MN","post",79,"sik","sec","A","IE","3","NB","AF","I",79,"sik-sec"
"2269",7,"pip","pep","A","55","pip-pep_continuumStep_5_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","5","BB","MN","I",7,"pip-pep"
"2270",11,"kek","kik","A","55","kik-kek_continuumStep_6_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","6","BB","MN","E",11,"kik-kek"
"2271",16,"sik","sec","A","55","sik-sec2.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","2","BB","MN","I",16,"sik-sec"
"2272",19,"kek","kik","E","55","kik-kek_continuumStep_4_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","4","BB","MN","I",19,"kik-kek"
"2273",22,"sik","sec","E","55","sik-sec7.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","7","BB","MN","E",22,"sik-sec"
"2274",23,"kek","kik","E","55","kik-kek_continuumStep_5_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","5","BB","MN","I",23,"kik-kek"
"2275",25,"kek","kik","A","55","kik-kek_continuumStep_7_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","7","BB","MN","E",25,"kik-kek"
"2276",33,"sik","sec","E","55","sik-sec6.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","6","BB","MN","E",33,"sik-sec"
"2277",35,"pip","pep","A","55","pip-pep_continuumStep_3_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","3","BB","MN","I",35,"pip-pep"
"2278",40,"pip","pep","A","55","pip-pep_continuumStep_1_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","1","BB","MN","I",40,"pip-pep"
"2279",42,"kek","kik","E","55","kik-kek_continuumStep_1_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","1","BB","MN","I",42,"kik-kek"
"2280",49,"sik","sec","E","55","sik-sec5.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","5","BB","MN","E",49,"sik-sec"
"2281",54,"kek","kik","E","55","kik-kek_continuumStep_3_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","3","BB","MN","I",54,"kik-kek"
"2282",55,"sik","sec","A","55","sik-sec3.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","3","BB","MN","I",55,"sik-sec"
"2283",60,"pip","pep","E","55","pip-pep_continuumStep_4_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","4","BB","MN","E",60,"pip-pep"
"2284",61,"sik","sec","E","55","sik-sec4.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","4","BB","MN","E",61,"sik-sec"
"2285",62,"pip","pep","A","55","pip-pep_continuumStep_6_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","6","BB","MN","I",62,"pip-pep"
"2286",63,"sik","sec","A","55","sik-sec1.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","1","BB","MN","I",63,"sik-sec"
"2287",74,"pip","pep","E","55","pip-pep_continuumStep_7_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","7","BB","MN","E",74,"pip-pep"
"2288",80,"kek","kik","E","55","kik-kek_continuumStep_2_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","2","BB","MN","I",80,"kik-kek"
"2289",83,"pip","pep","A","55","pip-pep_continuumStep_2_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","2","BB","MN","I",83,"pip-pep"
"2290",NA,NA,NA,NA,"55","sik-sec2.wav","BB-MN-AF","post",13,"sik","sec","E","IE","2","BB","MN","E",13,"sik-sec"
"2291",NA,NA,NA,NA,"55","sik-sec5.wav","BB-MN-AF","post",16,"sik","sec","E","IE","5","BB","MN","E",16,"sik-sec"
"2292",NA,NA,NA,NA,"55","pip-pep_continuumStep_7_stereo.wav","BB-MN-AF","post",17,"pip","pep","E","IE","7","BB","MN","E",17,"pip-pep"
"2293",NA,NA,NA,NA,"55","pip-pep_continuumStep_3_stereo.wav","BB-MN-AF","post",20,"pip","pep","A","IE","3","BB","MN","I",20,"pip-pep"
"2294",NA,NA,NA,NA,"55","sik-sec4.wav","BB-MN-AF","post",25,"sik","sec","E","IE","4","BB","MN","E",25,"sik-sec"
"2295",NA,NA,NA,NA,"55","sik-sec6.wav","BB-MN-AF","post",27,"sik","sec","E","IE","6","BB","MN","E",27,"sik-sec"
"2296",NA,NA,NA,NA,"55","pip-pep_continuumStep_5_stereo.wav","BB-MN-AF","post",29,"pip","pep","E","IE","5","BB","MN","E",29,"pip-pep"
"2297",NA,NA,NA,NA,"55","pip-pep_continuumStep_1_stereo.wav","BB-MN-AF","post",32,"pip","pep","A","IE","1","BB","MN","I",32,"pip-pep"
"2298",NA,NA,NA,NA,"55","kik-kek_continuumStep_1_stereo.wav","BB-MN-AF","post",33,"kek","kik","E","IE","1","BB","MN","I",33,"kik-kek"
"2299",NA,NA,NA,NA,"55","pip-pep_continuumStep_2_stereo.wav","BB-MN-AF","post",36,"pip","pep","A","IE","2","BB","MN","I",36,"pip-pep"
"2300",NA,NA,NA,NA,"55","pip-pep_continuumStep_4_stereo.wav","BB-MN-AF","post",37,"pip","pep","A","IE","4","BB","MN","I",37,"pip-pep"
